CodeA,CodeVR,DateV,DureeVol,NbrPassagersEco,NbrPassagersAffaire,NbrPassagersPremiere,ChargeKerosene,ChargeTotale
LH4001,LH301,2024-09-07,3.61,288,54,18,13.77,41.99
AF1002,AF180,2024-09-08,1.68,164,30,12,6.45,28.19
AF1003,AF182,2024-09-08,6.55,196,36,14,18.6,28.29
AF1004,AF180,2024-09-08,3.76,96,18,7,13.96,16.38
DL2001,DL101,2024-09-08,11.05,152,28,11,30.12,28.32
IB3001,IB200,2024-09-08,9.47,152,28,10,24.41,16.59
AF1004,AF180,2024-09-09,11.93,118,22,8,46.2,1.0
BA5001,BA400,2024-09-09,7.68,188,35,13,29.24,30.66
DL2002,DL100,2024-09-09,2.79,116,21,9,7.04,23.92
LH4001,LH300,2024-09-10,7.99,358,67,23,27.98,48.72
AF1002,AF182,2024-09-11,5.98,218,40,15,16.65,36.86
DL2001,DL100,2024-09-11,9.92,111,20,8,29.77,19.09
JL7001,JL600,2024-09-11,6.72,160,30,10,19.33,26.75
AF1002,AF181,2024-09-12,7.72,186,34,13,30.67,24.76
IB3001,IB200,2024-09-12,10.2,130,24,9,39.6,1.4
JL7001,JL600,2024-09-12,6.21,179,33,12,15.8,32.21
AF1004,AF181,2024-09-13,4.15,136,25,9,15.56,18.41
BA5001,BA400,2024-09-13,4.8,154,28,11,12.36,23.54
DL2001,DL101,2024-09-13,11.08,160,30,10,41.35,28.9
DL2002,DL101,2024-09-13,5.93,135,25,9,22.37,18.35
IB3001,IB201,2024-09-13,4.34,80,15,5,11.71,12.59
AF1001,AF181,2024-09-14,7.57,111,20,8,27.24,3.16
AF1004,AF181,2024-09-14,7.52,80,15,5,28.55,12.45
BA5001,BA400,2024-09-14,5.42,137,25,10,18.41,26.25
IB3001,IB200,2024-09-14,6.64,86,16,6,22.08,17.86
JL7001,JL600,2024-09-14,5.71,123,23,8,14.85,17.55
AF1002,AF181,2024-09-15,11.6,173,32,12,44.6,23.72
DL2001,DL101,2024-09-15,8.74,187,35,12,31.41,29.19
IB3001,IB201,2024-09-15,10.05,107,20,7,35.2,5.8
LH4001,LH300,2024-09-15,7.34,365,68,24,19.54,49.2
BA5001,BA400,2024-09-16,10.64,183,34,12,33.84,31.02
IB3001,IB201,2024-09-16,5.43,88,16,7,13.69,15.73
JL7001,JL600,2024-09-16,8.86,140,26,9,22.52,19.57
AF1002,AF181,2024-09-17,6.58,207,38,14,26.16,29.11
AF1003,AF180,2024-09-17,11.31,147,27,10,31.44,24.69
BA5001,BA400,2024-09-17,3.55,100,18,7,10.32,21.68
DL2001,DL101,2024-09-17,3.49,160,30,11,11.08,26.54
AC6001,AC500,2024-09-18,10.06,76,14,5,26.97,5.03
DL2001,DL100,2024-09-18,4.18,154,28,11,11.92,22.82
AF1001,AF182,2024-09-19,4.16,78,14,6,11.55,17.1
AF1004,AF181,2024-09-19,2.9,104,19,7,10.9,15.98
BA5001,BA400,2024-09-19,4.06,128,24,9,12.26,18.73
DL2001,DL101,2024-09-19,8.03,175,32,12,20.39,28.21
DL2002,DL100,2024-09-19,2.19,128,24,8,7.29,19.07
IB3001,IB201,2024-09-19,10.18,92,17,6,38.09,2.91
AC6001,AC500,2024-09-20,4.8,85,16,6,14.96,17.04
DL2002,DL100,2024-09-20,8.57,98,18,7,31.11,20.18
IB3001,IB200,2024-09-20,5.2,104,19,8,16.48,17.97
LH4001,LH301,2024-09-20,6.77,380,71,24,26.27,53.3
AF1004,AF180,2024-09-21,6.75,92,17,6,23.76,16.57
DL2002,DL101,2024-09-21,5.49,152,28,10,20.27,28.97
AF1001,AF180,2024-09-22,1.23,68,12,5,3.57,17.19
AF1004,AF180,2024-09-22,5.73,86,16,6,19.72,17.96
IB3001,IB201,2024-09-22,7.43,116,21,9,28.01,12.99
AF1001,AF182,2024-09-23,4.22,116,21,9,16.73,13.67
AF1003,AF180,2024-09-23,8.59,211,39,14,24.87,32.27
LH4001,LH300,2024-09-23,7.26,247,46,16,19.17,35.83
AF1001,AF181,2024-09-24,8.92,80,15,6,29.33,1.07
AF1003,AF180,2024-09-24,9.17,131,24,9,27.99,20.69
AF1004,AF181,2024-09-24,5.64,82,15,6,20.84,18.74
AF1001,AF180,2024-09-25,7.02,104,19,7,26.56,3.84
AF1003,AF180,2024-09-25,2.7,155,29,10,7.0,24.72
AF1004,AF180,2024-09-25,7.19,112,21,8,23.73,16.85
DL2001,DL100,2024-09-25,9.21,100,18,7,27.33,17.19
LH4001,LH301,2024-09-25,2.92,332,62,22,8.95,44.25
AF1003,AF182,2024-09-26,2.72,217,40,15,10.56,36.54
BA5001,BA400,2024-09-26,1.7,112,21,8,5.05,20.85
AF1002,AF180,2024-09-27,9.11,145,27,10,32.38,20.63
AF1004,AF180,2024-09-27,11.94,127,23,9,32.21,8.79
DL2001,DL101,2024-09-27,9.03,176,33,11,26.86,28.07
DL2002,DL100,2024-09-27,7.3,104,19,7,24.74,22.29
IB3001,IB201,2024-09-27,10.23,138,25,10,28.81,12.19
JL7001,JL600,2024-09-27,11.21,156,29,11,42.06,28.84
AF1001,AF180,2024-09-28,3.76,60,11,5,12.85,17.2
AF1004,AF181,2024-09-28,7.89,98,18,7,24.13,15.76
BA5001,BA400,2024-09-28,7.52,182,34,12,25.16,29.48
JL7001,JL600,2024-09-28,3.44,188,35,13,10.14,28.45
AF1003,AF180,2024-09-29,8.46,130,24,9,28.47,17.67
AF1004,AF180,2024-09-29,11.91,113,21,8,29.81,11.19
LH4001,LH300,2024-09-29,11.96,392,73,25,31.14,53.17
AF1002,AF180,2024-09-30,5.54,247,46,16,20.86,35.55
JL7001,JL600,2024-09-30,5.84,140,26,10,19.74,20.47
AF1002,AF182,2024-10-01,5.88,190,35,13,20.01,30.48
AF1004,AF181,2024-10-01,11.66,98,18,7,33.51,7.49
BA5001,BA400,2024-10-01,11.7,165,31,11,41.73,30.13
JL7001,JL600,2024-10-01,7.9,152,28,11,22.47,27.73
AF1002,AF181,2024-10-02,2.88,207,38,14,11.25,29.5
DL2002,DL101,2024-10-02,7.2,130,24,9,20.31,24.69
IB3001,IB201,2024-10-02,6.4,156,29,11,25.46,15.54
LH4001,LH300,2024-10-02,8.13,360,67,24,24.23,50.28
AF1001,AF180,2024-10-03,11.49,62,11,5,36.95,1.0
DL2001,DL101,2024-10-03,4.25,100,18,8,15.28,19.67
AF1002,AF181,2024-10-04,8.74,196,36,13,31.08,28.58
AF1003,AF182,2024-10-04,11.82,152,28,11,45.5,21.48
AC6001,AC500,2024-10-05,4.11,69,13,5,11.17,17.32
AF1001,AF182,2024-10-05,9.62,107,20,7,25.66,4.74
AF1004,AF181,2024-10-05,3.66,82,15,6,9.97,11.55
DL2001,DL100,2024-10-05,1.1,178,33,12,4.11,27.46
IB3001,IB201,2024-10-05,7.35,136,25,10,26.47,14.53
AC6001,AC500,2024-10-06,11.59,79,14,6,44.6,1.0
IB3001,IB201,2024-10-06,4.7,84,15,7,11.76,18.0
LH4001,LH301,2024-10-06,6.43,362,67,24,25.08,54.74
AC6001,AC500,2024-10-07,3.22,52,9,4,10.27,11.63
AF1003,AF181,2024-10-07,7.34,162,30,11,18.77,27.04
DL2002,DL101,2024-10-07,4.99,157,29,11,17.97,28.76
AC6001,AC500,2024-10-08,8.75,84,15,7,25.93,6.07
AF1001,AF180,2024-10-08,1.34,74,13,6,4.19,18.23
DL2001,DL100,2024-10-08,11.38,114,21,8,34.93,18.47
DL2002,DL100,2024-10-08,9.23,124,23,8,35.1,23.32
IB3001,IB201,2024-10-08,6.76,106,19,8,25.51,15.49
JL7001,JL600,2024-10-08,2.01,130,24,9,6.77,20.56
AF1002,AF181,2024-10-09,2.74,213,40,14,10.66,28.47
BA5001,BA400,2024-10-09,10.64,120,22,9,40.43,23.89
IB3001,IB201,2024-10-09,1.09,130,24,9,4.31,23.56
JL7001,JL600,2024-10-09,1.0,152,28,10,2.72,20.93
LH4001,LH300,2024-10-09,5.21,255,47,17,16.13,35.37
AC6001,AC500,2024-10-10,1.48,84,15,6,4.05,16.61
AF1004,AF180,2024-10-10,1.3,112,21,8,3.7,19.9
JL7001,JL600,2024-10-10,2.85,140,26,10,10.72,27.08
AC6001,AC500,2024-10-11,5.65,78,14,6,18.58,13.42
AF1001,AF180,2024-10-11,1.37,94,17,7,4.99,15.07
AF1003,AF181,2024-10-11,10.93,178,33,12,27.65,25.05
AF1004,AF180,2024-10-11,10.71,116,21,8,35.97,5.03
IB3001,IB200,2024-10-11,11.73,92,17,7,33.42,7.58
AC6001,AC500,2024-10-12,10.15,100,18,8,40.04,1.0
AF1002,AF180,2024-10-12,4.57,150,28,10,15.04,24.9
IB3001,IB201,2024-10-12,5.99,140,26,10,20.43,20.57
LH4001,LH301,2024-10-12,9.34,248,46,16,31.49,40.88
DL2001,DL100,2024-10-13,1.16,128,24,8,4.11,24.04
LH4001,LH301,2024-10-13,5.21,262,49,17,20.23,39.39
AC6001,AC500,2024-10-14,5.99,103,19,7,16.95,15.05
AF1001,AF180,2024-10-14,2.72,100,18,7,8.94,18.46
AF1004,AF181,2024-10-14,2.82,140,26,9,7.61,22.65
DL2002,DL101,2024-10-15,2.41,115,21,8,9.23,23.01
IB3001,IB200,2024-10-15,1.09,133,25,9,3.87,22.55
AF1003,AF182,2024-10-16,3.18,166,31,11,10.62,26.36
IB3001,IB200,2024-10-16,3.99,118,22,8,13.15,20.69
LH4001,LH301,2024-10-16,1.49,266,49,18,4.84,39.14
IB3001,IB201,2024-10-17,8.36,104,19,8,32.62,8.38
LH4001,LH301,2024-10-17,1.47,376,70,24,4.49,49.68
AC6001,AC500,2024-10-18,1.19,90,16,7,3.77,12.85
AF1001,AF180,2024-10-18,6.89,92,17,7,19.06,11.34
AF1002,AF180,2024-10-18,10.21,244,45,16,34.47,33.76
DL2002,DL100,2024-10-18,9.07,135,25,9,24.07,22.89
JL7001,JL600,2024-10-18,10.21,168,31,12,28.43,29.0
LH4001,LH301,2024-10-18,10.94,313,58,21,28.17,42.54
DL2001,DL101,2024-10-19,9.57,172,32,11,31.97,25.28
DL2002,DL100,2024-10-19,5.16,115,21,8,19.77,23.01
IB3001,IB201,2024-10-19,3.79,83,15,6,11.43,14.51
JL7001,JL600,2024-10-19,2.86,187,35,12,10.54,30.78
AF1001,AF182,2024-10-20,7.47,97,18,7,19.48,10.92
BA5001,BA400,2024-10-20,3.23,104,19,7,11.79,15.49
AC6001,AC500,2024-10-21,11.47,102,19,7,39.2,1.0
AF1001,AF180,2024-10-21,9.67,112,21,8,30.52,1.0
AF1002,AF181,2024-10-21,9.47,240,45,15,25.73,32.56
AF1004,AF181,2024-10-21,11.32,100,18,8,40.2,1.0
IB3001,IB200,2024-10-21,7.6,155,29,10,26.82,14.18
LH4001,LH300,2024-10-21,5.58,268,50,18,14.23,35.11
AF1002,AF180,2024-10-22,4.33,240,45,15,17.14,33.9
AF1004,AF180,2024-10-22,4.0,154,28,11,14.39,26.61
DL2002,DL101,2024-10-22,9.08,146,27,10,35.05,22.65
AF1002,AF181,2024-10-23,3.52,248,46,16,12.14,33.66
BA5001,BA400,2024-10-23,7.25,141,26,10,28.03,24.87
DL2001,DL100,2024-10-23,4.76,115,21,8,15.11,17.59
AF1001,AF181,2024-10-24,2.62,85,16,6,8.09,18.97
AF1003,AF181,2024-10-24,5.22,157,29,11,20.71,27.73
BA5001,BA400,2024-10-24,2.08,140,26,10,7.11,23.55
AF1003,AF180,2024-10-25,1.48,133,25,9,5.24,23.39
AF1004,AF180,2024-10-25,2.18,151,28,10,6.45,20.08
LH4001,LH300,2024-10-25,1.56,326,61,21,5.47,47.99
IB3001,IB200,2024-10-26,2.09,112,21,7,6.59,15.09
JL7001,JL600,2024-10-26,4.31,160,30,10,11.9,22.13
AF1003,AF182,2024-10-27,1.29,158,29,11,4.17,25.61
AF1004,AF181,2024-10-27,11.62,114,21,8,34.83,6.17
DL2002,DL101,2024-10-27,4.44,124,23,8,14.71,19.06
IB3001,IB201,2024-10-27,5.53,98,18,7,21.61,19.39
JL7001,JL600,2024-10-27,3.23,164,30,11,8.35,23.1
AF1001,AF181,2024-10-28,9.82,99,18,7,33.71,1.0
AF1002,AF182,2024-10-28,9.53,173,32,12,29.02,26.31
AF1003,AF181,2024-10-28,4.88,175,32,12,15.74,25.04
BA5001,BA400,2024-10-28,5.15,104,19,8,19.32,16.46
AF1003,AF180,2024-10-29,3.71,234,43,16,11.62,36.73
DL2001,DL101,2024-10-29,2.44,149,28,10,6.97,23.77
LH4001,LH300,2024-10-29,11.35,387,72,25,31.27,55.23
BA5001,BA400,2024-10-30,9.07,116,21,8,26.72,20.5
IB3001,IB200,2024-10-30,1.99,93,17,7,6.17,15.85
JL7001,JL600,2024-10-30,6.91,136,25,10,25.49,20.89
LH4001,LH301,2024-10-30,2.14,396,74,26,7.36,56.93
AF1001,AF181,2024-10-31,11.77,85,16,6,34.61,1.0
DL2002,DL101,2024-10-31,9.52,127,23,9,30.03,19.94
IB3001,IB201,2024-10-31,7.63,93,17,7,20.75,20.34
BA5001,BA400,2024-11-01,5.79,164,30,12,19.63,24.39
AF1003,AF182,2024-11-02,1.92,230,43,15,7.53,31.94
BA5001,BA400,2024-11-02,11.64,120,22,8,33.6,16.91
DL2001,DL101,2024-11-02,1.7,137,25,10,5.82,18.39
DL2002,DL101,2024-11-02,9.64,156,29,10,24.95,28.63
LH4001,LH301,2024-11-02,2.09,305,57,20,7.02,40.39
BA5001,BA400,2024-11-03,2.33,153,28,11,6.79,22.75
DL2001,DL100,2024-11-03,3.28,160,30,11,12.75,25.8
DL2002,DL100,2024-11-03,4.89,105,19,8,14.08,18.28
AF1001,AF181,2024-11-04,10.16,67,12,5,28.74,1.66
DL2002,DL100,2024-11-04,10.34,152,28,10,31.06,28.07
JL7001,JL600,2024-11-04,1.54,96,18,7,4.68,20.72
BA5001,BA400,2024-11-05,3.24,96,18,7,11.16,19.36
AC6001,AC500,2024-11-06,9.71,70,13,5,31.01,1.0
AF1004,AF180,2024-11-06,1.1,101,19,7,4.18,20.02
IB3001,IB200,2024-11-06,5.57,154,28,11,17.92,23.08
JL7001,JL600,2024-11-06,5.75,105,19,8,22.83,20.63
LH4001,LH301,2024-11-06,5.57,397,74,26,22.05,51.84
AC6001,AC500,2024-11-07,3.81,81,15,6,9.74,17.86
AF1001,AF181,2024-11-07,8.21,60,11,5,28.09,2.31
DL2001,DL100,2024-11-07,11.76,168,31,11,44.31,29.92
JL7001,JL600,2024-11-07,1.69,147,27,10,6.04,20.06
AC6001,AC500,2024-11-08,1.83,78,14,6,5.55,12.34
BA5001,BA400,2024-11-08,7.57,104,19,7,24.15,22.63
LH4001,LH300,2024-11-08,2.0,287,53,19,5.38,38.18
AF1001,AF182,2024-11-09,7.86,84,15,6,26.65,3.75
AF1004,AF182,2024-11-09,9.98,92,17,7,25.92,15.08
BA5001,BA400,2024-11-09,4.57,172,32,12,14.31,26.13
DL2001,DL101,2024-11-09,6.94,115,21,8,19.59,22.58
IB3001,IB200,2024-11-10,10.75,158,29,11,34.47,6.53
LH4001,LH300,2024-11-10,9.29,283,53,18,29.1,36.91
AF1003,AF182,2024-11-11,8.45,201,37,14,21.54,26.68
DL2001,DL100,2024-11-11,4.35,134,25,9,11.39,18.41
DL2002,DL101,2024-11-11,7.53,148,27,10,21.38,20.65
AF1003,AF181,2024-11-12,10.22,237,44,16,34.18,36.94
IB3001,IB201,2024-11-12,5.12,108,20,7,19.99,18.88
JL7001,JL600,2024-11-12,11.8,151,28,10,35.47,21.02
AC6001,AC500,2024-11-13,10.92,80,15,6,34.9,1.0
BA5001,BA400,2024-11-13,3.04,186,34,13,9.05,30.5
AF1002,AF181,2024-11-14,7.09,132,24,9,20.01,17.81
BA5001,BA400,2024-11-14,4.53,172,32,11,12.42,25.15
DL2001,DL100,2024-11-14,8.48,139,26,9,28.14,25.68
JL7001,JL600,2024-11-14,11.72,110,20,8,29.48,17.05
AF1001,AF181,2024-11-15,9.87,99,18,7,26.18,4.22
AF1004,AF182,2024-11-15,7.66,116,21,9,21.94,19.06
DL2001,DL100,2024-11-15,7.28,179,33,12,28.66,24.05
DL2002,DL100,2024-11-15,10.79,151,28,10,42.55,21.72
IB3001,IB200,2024-11-15,5.88,128,24,9,18.64,21.01
AC6001,AC500,2024-11-16,5.07,92,17,6,18.4,13.6
AF1002,AF180,2024-11-16,2.3,136,25,9,6.99,23.06
BA5001,BA400,2024-11-16,7.33,160,30,10,24.72,23.76
DL2001,DL100,2024-11-16,8.77,183,34,12,34.15,25.81
IB3001,IB201,2024-11-16,6.21,158,29,11,21.26,19.74
JL7001,JL600,2024-11-16,11.32,130,24,9,39.31,20.81
LH4001,LH300,2024-11-16,4.95,243,45,16,16.26,35.82
DL2001,DL101,2024-11-17,11.57,199,37,13,38.58,33.13
IB3001,IB200,2024-11-17,5.02,84,15,6,18.08,19.41
AF1001,AF181,2024-11-18,1.1,60,11,5,3.7,10.42
BA5001,BA400,2024-11-18,1.15,161,30,11,3.39,26.56
LH4001,LH300,2024-11-18,3.41,383,71,25,8.92,54.85
AF1002,AF182,2024-11-19,3.72,244,45,17,13.51,38.19
AF1004,AF180,2024-11-19,11.36,133,25,9,44.36,1.0
BA5001,BA400,2024-11-19,8.85,119,22,8,33.25,22.62
DL2001,DL100,2024-11-19,4.84,197,37,13,16.16,26.92
AF1003,AF181,2024-11-21,7.29,228,42,16,22.24,35.82
AF1004,AF182,2024-11-21,6.71,128,24,9,24.33,16.67
DL2001,DL100,2024-11-21,3.01,155,29,10,10.34,20.61
DL2002,DL100,2024-11-21,3.2,134,25,9,8.86,24.67
IB3001,IB200,2024-11-21,5.25,100,18,8,14.28,20.19
AF1002,AF182,2024-11-22,9.85,225,42,15,26.5,36.61
AF1004,AF182,2024-11-22,9.28,159,29,11,33.18,7.82
AF1004,AF181,2024-11-23,11.63,132,24,9,36.99,4.01
LH4001,LH300,2024-11-23,9.47,208,39,14,29.59,29.77
AC6001,AC500,2024-11-24,7.2,98,18,7,23.64,8.36
DL2001,DL100,2024-11-24,2.48,159,29,11,8.02,29.42
LH4001,LH300,2024-11-24,7.78,392,73,26,26.4,51.48
AF1003,AF181,2024-11-25,4.73,220,41,15,14.44,35.76
BA5001,BA400,2024-11-25,3.5,145,27,10,12.95,26.31
DL2001,DL100,2024-11-25,11.65,180,33,12,38.8,30.16
DL2002,DL100,2024-11-25,6.7,124,23,9,24.71,21.06
LH4001,LH301,2024-11-25,3.59,322,60,21,13.59,42.51
AC6001,AC500,2024-11-26,3.26,98,18,7,11.34,18.2
AF1001,AF182,2024-11-26,2.52,93,17,7,6.36,19.23
AF1002,AF182,2024-11-26,1.58,156,29,10,4.22,26.37
BA5001,BA400,2024-11-26,7.92,182,34,12,26.48,26.33
DL2002,DL101,2024-11-26,10.28,91,17,6,39.57,20.8
IB3001,IB200,2024-11-26,1.97,118,22,8,6.09,18.14
AF1001,AF182,2024-11-27,4.51,86,16,6,13.59,16.81
AF1003,AF180,2024-11-27,7.06,128,24,8,25.8,18.44
AF1004,AF180,2024-11-27,3.1,140,26,10,10.29,25.33
BA5001,BA400,2024-11-27,8.92,156,29,11,29.07,21.25
JL7001,JL600,2024-11-27,1.67,142,26,10,6.23,18.99
AC6001,AC500,2024-11-28,2.15,67,12,5,7.1,16.59
AF1003,AF182,2024-11-29,7.35,223,41,15,26.64,29.49
AF1004,AF181,2024-11-29,10.32,94,17,7,39.6,1.4
AF1002,AF180,2024-11-30,1.28,204,38,13,3.52,32.09
AF1003,AF182,2024-11-30,8.32,136,25,9,28.39,19.02
DL2002,DL100,2024-11-30,2.4,140,26,9,7.63,23.75
AC6001,AC500,2024-12-01,2.51,89,16,7,9.75,19.59
JL7001,JL600,2024-12-01,9.73,156,29,10,30.81,24.88
DL2002,DL100,2024-12-02,6.64,152,28,11,18.33,24.51
LH4001,LH300,2024-12-02,4.73,200,37,13,13.96,30.08
AF1003,AF181,2024-12-03,7.55,238,44,16,25.67,35.94
AF1004,AF180,2024-12-03,1.58,155,29,10,5.22,27.94
JL7001,JL600,2024-12-03,8.29,110,20,8,27.75,20.03
AF1001,AF181,2024-12-04,7.06,63,11,5,22.61,7.79
DL2002,DL100,2024-12-04,3.59,136,25,10,13.64,23.65
AC6001,AC500,2024-12-05,10.05,65,12,5,29.24,2.76
AF1001,AF182,2024-12-05,2.43,92,17,7,8.33,19.01
BA5001,BA400,2024-12-05,10.75,176,33,12,30.75,23.85
IB3001,IB201,2024-12-05,4.22,123,23,8,14.6,17.26
LH4001,LH300,2024-12-05,8.86,336,63,22,35.2,50.8
JL7001,JL600,2024-12-06,3.96,192,36,12,15.3,29.95
AC6001,AC500,2024-12-07,7.54,86,16,6,27.06,4.94
AF1001,AF180,2024-12-07,7.07,72,13,6,25.21,5.19
AF1003,AF180,2024-12-07,6.81,227,42,15,20.86,36.09
BA5001,BA400,2024-12-07,2.65,134,25,9,7.74,23.62
IB3001,IB200,2024-12-07,6.78,117,22,8,21.55,19.45
AC6001,AC500,2024-12-08,2.25,73,13,6,6.39,15.57
BA5001,BA400,2024-12-08,3.56,116,21,8,9.92,17.5
IB3001,IB200,2024-12-08,3.03,120,22,8,8.01,17.64
AF1001,AF182,2024-12-09,7.57,80,15,5,24.1,6.3
IB3001,IB200,2024-12-09,6.6,121,22,9,24.8,16.2
LH4001,LH300,2024-12-09,5.24,280,52,18,13.54,41.7
AC6001,AC500,2024-12-10,1.04,91,17,6,3.11,15.87
AF1004,AF180,2024-12-10,9.63,102,19,7,31.12,9.88
DL2002,DL100,2024-12-10,7.28,122,22,9,18.52,20.14
AF1001,AF180,2024-12-11,10.29,68,12,6,28.06,2.34
BA5001,BA400,2024-12-11,9.06,189,35,13,36.22,26.38
DL2001,DL100,2024-12-11,1.36,177,33,12,3.96,25.34
AC6001,AC500,2024-12-12,6.16,97,18,7,20.17,11.83
AF1001,AF182,2024-12-12,10.34,68,12,5,25.86,4.54
AF1002,AF181,2024-12-12,9.16,142,26,10,25.23,18.96
AF1003,AF180,2024-12-13,9.67,196,36,13,28.94,28.5
DL2001,DL101,2024-12-13,7.88,169,31,12,22.85,25.06
IB3001,IB200,2024-12-13,8.71,90,16,7,34.09,6.91
AF1001,AF181,2024-12-14,5.04,102,19,7,12.79,16.35
BA5001,BA400,2024-12-14,7.05,148,27,11,18.83,19.73
LH4001,LH300,2024-12-14,11.27,252,47,16,39.05,38.51
DL2002,DL100,2024-12-15,6.87,130,24,9,24.41,25.89
AC6001,AC500,2024-12-16,5.83,72,13,5,15.96,16.04
AF1003,AF180,2024-12-16,9.45,133,25,9,28.54,19.33
DL2001,DL101,2024-12-16,8.41,169,31,12,25.77,25.89
IB3001,IB200,2024-12-16,1.47,80,15,6,4.38,13.98
AF1002,AF180,2024-12-17,10.92,166,31,11,35.95,24.11
AF1003,AF180,2024-12-17,5.98,121,22,9,16.22,18.0
JL7001,JL600,2024-12-18,7.83,158,29,11,26.14,27.45
AC6001,AC500,2024-12-19,9.07,100,18,7,26.49,5.51
AF1004,AF181,2024-12-19,7.94,108,20,8,28.06,12.94
BA5001,BA400,2024-12-19,11.24,164,30,12,29.91,28.14
DL2001,DL100,2024-12-19,5.16,125,23,9,16.34,24.75
JL7001,JL600,2024-12-19,2.61,112,21,8,6.76,15.69
AC6001,AC500,2024-12-20,2.32,88,16,7,6.31,21.0
AF1001,AF180,2024-12-20,7.97,109,20,8,25.67,4.73
AF1002,AF180,2024-12-20,6.61,160,30,11,18.0,21.48
DL2002,DL101,2024-12-20,8.04,167,31,11,24.68,26.88
AF1003,AF182,2024-12-21,9.19,218,40,15,25.63,30.16
AF1004,AF182,2024-12-21,5.4,136,25,10,18.07,21.22
DL2002,DL101,2024-12-21,2.47,120,22,8,7.67,19.09
IB3001,IB200,2024-12-21,5.76,140,26,9,16.92,21.75
LH4001,LH300,2024-12-21,1.67,308,57,20,5.06,40.3
AF1002,AF180,2024-12-22,6.21,212,39,15,16.26,30.23
AF1003,AF181,2024-12-22,8.93,148,27,11,29.15,22.64
DL2001,DL100,2024-12-22,10.74,152,28,11,37.38,20.16
IB3001,IB200,2024-12-22,10.87,88,16,6,40.66,1.0
JL7001,JL600,2024-12-22,9.43,121,22,9,24.12,19.24
AC6001,AC500,2024-12-23,9.92,74,13,6,38.36,1.0
AF1001,AF180,2024-12-23,2.27,72,13,6,7.28,10.11
AF1003,AF182,2024-12-23,6.12,144,27,9,24.0,21.8
AF1004,AF181,2024-12-23,1.53,104,19,7,5.42,22.41
BA5001,BA400,2024-12-23,6.77,152,28,11,19.11,22.34
DL2001,DL100,2024-12-23,11.89,179,33,12,33.44,29.0
JL7001,JL600,2024-12-23,1.66,138,25,10,5.19,24.78
LH4001,LH301,2024-12-23,7.88,353,66,23,21.88,47.13
AF1001,AF181,2024-12-24,6.26,99,18,7,18.57,11.83
AF1003,AF180,2024-12-24,7.6,226,42,15,25.84,37.94
BA5001,BA400,2024-12-24,1.43,160,30,10,4.56,22.64
IB3001,IB200,2024-12-24,8.21,100,18,7,22.0,19.0
AF1001,AF181,2024-12-25,8.43,96,18,7,31.97,1.0
AF1003,AF182,2024-12-25,5.2,146,27,10,13.0,27.34
DL2001,DL101,2024-12-25,10.75,174,32,12,29.32,24.71
LH4001,LH301,2024-12-25,11.22,268,50,18,31.18,38.4
AF1001,AF181,2024-12-26,7.46,62,11,5,21.42,8.98
AF1002,AF180,2024-12-26,3.92,140,26,9,10.13,19.9
IB3001,IB200,2024-12-26,9.07,104,19,8,30.11,10.89
JL7001,JL600,2024-12-26,5.48,166,31,11,15.55,30.27
LH4001,LH301,2024-12-26,6.45,308,57,21,25.68,42.23
AF1003,AF180,2024-12-27,7.02,235,44,15,17.7,37.84
DL2002,DL100,2024-12-27,8.26,156,29,11,32.63,26.33
AF1003,AF180,2024-12-28,3.36,134,25,9,10.97,19.29
BA5001,BA400,2024-12-28,1.07,184,34,13,4.05,25.13
JL7001,JL600,2024-12-28,2.9,96,18,7,9.58,16.89
LH4001,LH300,2024-12-28,3.9,336,63,21,14.67,48.71
AF1002,AF182,2024-12-29,10.35,190,35,13,33.56,25.93
AF1003,AF180,2024-12-29,10.1,223,41,15,38.3,37.41
AC6001,AC500,2024-12-30,6.18,82,15,6,22.05,9.95
AF1002,AF181,2024-12-30,8.1,244,45,17,31.29,31.98
AF1003,AF181,2024-12-30,1.46,196,36,14,3.92,32.77
AF1004,AF180,2024-12-30,11.05,142,26,10,43.69,1.0
JL7001,JL600,2024-12-30,9.24,151,28,10,35.49,23.44
AF1002,AF180,2024-12-31,4.55,162,30,11,12.92,28.53
DL2002,DL100,2024-12-31,1.18,115,21,8,3.3,20.71
AF1001,AF181,2025-01-01,9.93,104,19,7,25.02,5.38
AF1004,AF181,2025-01-01,2.36,159,29,11,8.02,29.57
BA5001,BA400,2025-01-01,8.48,164,30,12,29.25,22.31
DL2002,DL101,2025-01-02,9.49,143,26,10,30.07,22.37
IB3001,IB201,2025-01-02,3.09,88,16,6,12.09,12.25
AF1004,AF182,2025-01-03,3.72,141,26,10,14.34,25.32
JL7001,JL600,2025-01-03,8.57,108,20,8,32.02,22.02
AF1001,AF180,2025-01-05,7.36,85,16,6,18.6,11.8
AF1002,AF180,2025-01-05,4.28,230,43,15,15.34,35.06
AF1003,AF181,2025-01-05,3.81,129,24,9,10.34,21.76
AF1004,AF180,2025-01-05,3.51,126,23,9,11.33,19.31
BA5001,BA400,2025-01-05,2.71,156,29,11,10.6,26.54
DL2001,DL101,2025-01-05,4.6,128,24,8,14.47,23.1
DL2002,DL100,2025-01-05,5.69,129,24,9,21.51,24.44
LH4001,LH300,2025-01-05,9.93,266,49,18,33.89,36.65
AC6001,AC500,2025-01-06,2.42,52,9,5,8.5,10.2
